ICD1	ICD2	val11	occ1	occ2	NN	pval	bonf_thresh	fdr_thresh
K29	K44	727	3900	1492	73688	0.0	9.115770282588879e-07	9.115770282588879e-07
F10	K70	420	2801	664	73688	0.0	9.115770282588879e-07	2.7347310847766635e-06
N13	N20	477	731	1724	73688	0.0	9.115770282588879e-07	3.6463081130355515e-06
E78	I20	1229	9618	2123	73688	0.0	9.115770282588879e-07	9.115770282588878e-06
F17	J44	774	3882	2793	73688	0.0	9.115770282588879e-07	1.276207839562443e-05
E78	I10	5960	9618	16894	73688	0.0	9.115770282588879e-07	1.0027347310847766e-05
E11	I10	3019	4770	16894	73688	0.0	9.115770282588879e-07	1.0938924339106654e-05
N20	N23	355	1724	550	73688	0.0	9.115770282588879e-07	1.1850501367365542e-05
E78	F17	1532	9618	3882	73688	0.0	9.115770282588879e-07	1.8231540565177757e-06
K21	K29	872	2236	3900	73688	0.0	9.115770282588879e-07	6.381039197812215e-06
E66	G47	903	4105	2992	73688	0.0	9.115770282588879e-07	7.292616226071103e-06
M23	M94	483	3943	604	73688	0.0	9.115770282588879e-07	4.557885141294439e-06
K21	K44	609	2236	1492	73688	0.0	9.115770282588879e-07	5.469462169553327e-06
E66	I10	2815	4105	16894	73688	0.0	9.115770282588879e-07	8.20419325432999e-06
E78	I25	3262	9618	5994	73688	0.0	9.115770282588879e-07	1.4585232452142206e-05
E11	E78	1743	4770	9618	73688	0.0	9.115770282588879e-07	1.3673655423883318e-05
I10	I20	1450	16894	2123	73688	0.0	9.115770282588879e-07	2.0054694621695532e-05
E78	I21	1053	9618	1758	73688	0.0	9.115770282588879e-07	1.9143117593436646e-05
M17	M23	632	1596	3943	73688	0.0	9.115770282588879e-07	1.8231540565177756e-05
I20	I25	1268	2123	5994	73688	0.0	9.115770282588879e-07	1.731996353691887e-05
M51	M54	788	2869	3626	73688	0.0	9.115770282588879e-07	1.640838650865998e-05
I10	I25	3867	16894	5994	73688	0.0	9.115770282588879e-07	2.2789425706472198e-05
I42	I50	276	818	860	73688	0.0	9.115770282588879e-07	2.1877848678213308e-05
E66	E78	1636	4105	9618	73688	0.0	9.115770282588879e-07	2.0966271649954422e-05
I21	I25	1212	1758	5994	73688	0.0	9.115770282588879e-07	1.5496809480401094e-05
E11	E66	1003	4770	4105	73688	2.5e-323	9.115770282588879e-07	2.3701002734731084e-05
E11	I25	1192	4770	5994	73688	4.947852768417617e-297	9.115770282588879e-07	2.4612579762989974e-05
E78	E79	830	9618	1667	73688	1.6213494663053335e-295	9.115770282588879e-07	2.552415679124886e-05
J32	J34	262	826	1062	73688	2.4700741723902044e-278	9.115770282588879e-07	2.643573381950775e-05
I10	I21	1091	16894	1758	73688	4.968686560937304e-277	9.115770282588879e-07	2.7347310847766636e-05
M22	M23	295	414	3943	73688	1.2647858467168228e-276	9.115770282588879e-07	2.8258887876025526e-05
F17	I25	1028	3882	5994	73688	3.12705052123244e-275	9.115770282588879e-07	2.9170464904284412e-05
N13	N23	207	731	550	73688	1.027009689104683e-273	9.115770282588879e-07	3.0082041932543298e-05
K57	K63	530	2420	2571	73688	1.6783341003583435e-270	9.115770282588879e-07	3.099361896080219e-05
E11	E14	593	4770	1787	73688	1.3007839393370968e-260	9.115770282588879e-07	3.1905195989061074e-05
C34	C79	158	551	326	73688	3.8276448379413715e-251	9.115770282588879e-07	3.281677301731996e-05
F17	I10	1820	3882	16894	73688	6.057734630967959e-250	9.115770282588879e-07	3.3728350045578853e-05
E14	I10	1054	1787	16894	73688	2.9839169367666846e-241	9.115770282588879e-07	3.463992707383774e-05
I70	I73	263	1142	1147	73688	1.0579783366961237e-228	9.115770282588879e-07	3.5551504102096626e-05
I25	I50	424	5994	860	73688	1.4215898012215555e-226	9.115770282588879e-07	3.646308113035551e-05
I85	K74	123	216	405	73688	5.794964023571527e-225	9.115770282588879e-07	3.7374658158614405e-05
H91	H93	187	641	727	73688	5.509797088805589e-222	9.115770282588879e-07	3.828623518687329e-05
M23	M24	268	3943	457	73688	2.3011422191235685e-216	9.115770282588879e-07	3.919781221513218e-05
E79	I10	962	1667	16894	73688	5.172119132614024e-210	9.115770282588879e-07	4.0109389243391064e-05
F17	I21	480	3882	1758	73688	9.80565796181533e-208	9.115770282588879e-07	4.102096627164996e-05
I10	I48	1083	16894	1998	73688	5.987413873885576e-207	9.115770282588879e-07	4.1932543299908844e-05
F10	F17	606	2801	3882	73688	9.558534958400534e-207	9.115770282588879e-07	4.284412032816773e-05
I42	I48	260	818	1998	73688	9.162572758764442e-201	9.115770282588879e-07	4.3755697356426616e-05
C78	C79	126	418	326	73688	4.371296804763807e-200	9.115770282588879e-07	4.46672743846855e-05
E78	K76	954	9618	2714	73688	1.440874781569505e-198	9.115770282588879e-07	4.5578851412944395e-05
F10	F32	437	2801	2098	73688	1.1369388645370373e-195	9.115770282588879e-07	4.649042844120328e-05
M19	M75	245	811	1836	73688	6.092097961735734e-192	9.115770282588879e-07	4.740200546946217e-05
E11	H36	209	4770	277	73688	3.5576942844744554e-187	9.115770282588879e-07	4.8313582497721054e-05
H35	H36	120	623	277	73688	3.1022769832922394e-174	9.115770282588879e-07	4.922515952597995e-05
E66	I25	892	4105	5994	73688	6.0008178311134925e-173	9.115770282588879e-07	5.0136736554238834e-05
I26	I80	133	424	616	73688	2.214780031790602e-171	9.115770282588879e-07	5.104831358249772e-05
K29	K63	529	3900	2571	73688	6.4222990036018935e-168	9.115770282588879e-07	5.1959890610756606e-05
J43	J44	188	356	2793	73688	1.0606309673182182e-167	9.115770282588879e-07	5.28714676390155e-05
K29	K76	543	3900	2714	73688	8.779061413188725e-167	9.115770282588879e-07	5.3783044667274386e-05
F10	G40	293	2801	1060	73688	3.326627636522014e-165	9.115770282588879e-07	5.469462169553327e-05
I20	I21	326	2123	1758	73688	4.742534087792676e-165	9.115770282588879e-07	5.560619872379216e-05
N18	I10	562	843	16894	73688	9.90400791036455e-163	9.115770282588879e-07	5.651777575205105e-05
M53	M54	280	834	3626	73688	3.8098705472582723e-153	9.115770282588879e-07	5.742935278030994e-05
I48	I50	225	1998	860	73688	2.2111073787581077e-152	9.115770282588879e-07	5.8340929808568824e-05
I10	I11	525	16894	792	73688	2.2995419205396455e-150	9.115770282588879e-07	5.925250683682771e-05
K29	K57	482	3900	2420	73688	2.167058145888143e-146	9.115770282588879e-07	6.0164083865086596e-05
I10	J44	1244	16894	2793	73688	4.12929548360426e-146	9.115770282588879e-07	6.107566089334548e-05
I10	K76	1218	16894	2714	73688	4.875069583384836e-146	9.115770282588879e-07	6.198723792160438e-05
I84	K62	206	1798	822	73688	1.8155878096015292e-144	9.115770282588879e-07	6.289881494986327e-05
N40	N41	184	2271	505	73688	1.395477484410936e-143	9.115770282588879e-07	6.381039197812215e-05
I85	K70	99	216	664	73688	1.788805028525582e-143	9.115770282588879e-07	6.472196900638104e-05
E78	I65	374	9618	710	73688	3.9766583657868854e-142	9.115770282588879e-07	6.563354603463992e-05
I10	I63	517	16894	801	73688	1.082927987265948e-140	9.115770282588879e-07	6.654512306289881e-05
B35	A46	96	215	630	73688	5.358194088909297e-140	9.115770282588879e-07	6.745670009115771e-05
M23	M65	278	3943	849	73688	2.0383595238599926e-139	9.115770282588879e-07	6.836827711941659e-05
E66	E79	394	4105	1667	73688	1.72760497065232e-137	9.115770282588879e-07	6.927985414767548e-05
F32	F33	205	2098	762	73688	5.096430185088094e-137	9.115770282588879e-07	7.019143117593437e-05
M23	M67	230	3943	603	73688	9.151392066484866e-132	9.115770282588879e-07	7.110300820419325e-05
I25	I42	317	5994	818	73688	1.9242995693547895e-131	9.115770282588879e-07	7.201458523245215e-05
E78	I73	476	9618	1147	73688	1.0177542044163993e-128	9.115770282588879e-07	7.292616226071102e-05
F10	G62	187	2801	522	73688	9.959003142054048e-128	9.115770282588879e-07	7.383773928896992e-05
C77	C78	93	355	418	73688	1.4537880237925474e-127	9.115770282588879e-07	7.474931631722881e-05
M47	M54	296	1145	3626	73688	1.5131797696911158e-127	9.115770282588879e-07	7.566089334548769e-05
J32	J33	102	826	268	73688	3.800368403459206e-127	9.115770282588879e-07	7.657247037374658e-05
E14	H36	126	1787	277	73688	4.481904635983382e-126	9.115770282588879e-07	7.748404740200546e-05
H25	H52	116	1593	251	73688	6.073565050753803e-123	9.115770282588879e-07	7.839562443026436e-05
I10	I50	516	16894	860	73688	1.63307014582666e-121	9.115770282588879e-07	7.930720145852325e-05
E78	I63	371	9618	801	73688	4.37970981260705e-118	9.115770282588879e-07	8.021877848678213e-05
I24	I25	164	243	5994	73688	7.388882972699923e-118	9.115770282588879e-07	8.113035551504102e-05
K70	K74	103	664	405	73688	1.3855226739280518e-117	9.115770282588879e-07	8.204193254329991e-05
E66	K76	481	4105	2714	73688	6.143514244919958e-117	9.115770282588879e-07	8.29535095715588e-05
I10	I73	619	16894	1147	73688	2.4578007434258313e-116	9.115770282588879e-07	8.386508659981769e-05
K80	K81	122	2014	266	73688	2.775582315650063e-116	9.115770282588879e-07	8.477666362807657e-05
C18	C78	89	390	418	73688	6.187364801823511e-116	9.115770282588879e-07	8.568824065633546e-05
I63	I65	127	801	710	73688	1.4414209002815236e-113	9.115770282588879e-07	8.659981768459435e-05
J44	J96	140	2793	308	73688	4.921240880374478e-113	9.115770282588879e-07	8.751139471285323e-05
I20	I24	117	2123	243	73688	4.780520601890727e-112	9.115770282588879e-07	8.842297174111213e-05
