ICD1	ICD2	val11	occ1	occ2	NN	pval	bonf_thresh	fdr_thresh
J32	J34	691	1264	2802	56514	0.0	2.9507229271171436e-06	2.9507229271171436e-06
K21	K29	433	1151	1897	56514	0.0	2.9507229271171436e-06	5.901445854234287e-06
N20	N23	357	1859	608	56514	0.0	2.9507229271171436e-06	8.852168781351431e-06
M51	M54	600	2083	2232	56514	0.0	2.9507229271171436e-06	1.1802891708468574e-05
K21	K44	339	1151	674	56514	0.0	2.9507229271171436e-06	1.4753614635585718e-05
N13	N20	450	699	1859	56514	0.0	2.9507229271171436e-06	1.7704337562702863e-05
F11	F13	244	510	552	56514	0.0	2.9507229271171436e-06	2.0655060489820006e-05
E66	I10	453	1429	2311	56514	6.757461494052168e-278	2.9507229271171436e-06	2.360578341693715e-05
F10	K70	250	2870	303	56514	3.236310032004819e-270	2.9507229271171436e-06	2.6556506344054292e-05
G55	M51	207	235	2083	56514	4.0231171399619396e-266	2.9507229271171436e-06	2.9507229271171435e-05
E78	I10	461	1600	2311	56514	1.7275014857291346e-262	2.9507229271171436e-06	3.245795219828858e-05
F10	F17	553	2870	2080	56514	5.4841211547559814e-247	2.9507229271171436e-06	3.5408675125405725e-05
K29	K44	288	1897	674	56514	1.6431027097404216e-241	2.9507229271171436e-06	3.8359398052522865e-05
N13	N23	196	699	608	56514	1.010992275814867e-224	2.9507229271171436e-06	4.131012097964001e-05
J34	M95	220	2802	312	56514	2.0853967632543724e-212	2.9507229271171436e-06	4.426084390675715e-05
I21	I25	131	272	404	56514	6.618215932178631e-212	2.9507229271171436e-06	4.72115668338743e-05
F10	F13	271	2870	552	56514	5.110564641750882e-198	2.9507229271171436e-06	5.0162289760991445e-05
F10	F43	382	2870	1245	56514	1.9244692191624467e-191	2.9507229271171436e-06	5.3113012688108584e-05
M23	M94	180	2644	248	56514	5.478622673115704e-182	2.9507229271171436e-06	5.606373561522573e-05
B18	F19	162	455	805	56514	1.6910733586695289e-181	2.9507229271171436e-06	5.901445854234287e-05
F10	F33	315	2870	872	56514	6.413214896401249e-181	2.9507229271171436e-06	6.196518146946002e-05
F11	F12	146	510	516	56514	4.0110034050553047e-178	2.9507229271171436e-06	6.491590439657716e-05
F11	F19	165	510	805	56514	7.924383910618502e-177	2.9507229271171436e-06	6.78666273236943e-05
F10	F32	385	2870	1389	56514	1.350267260911584e-175	2.9507229271171436e-06	7.081735025081145e-05
E78	F17	354	1600	2080	56514	3.4276580046927846e-173	2.9507229271171436e-06	7.376807317792859e-05
E66	G47	295	1429	1585	56514	4.798116828221825e-168	2.9507229271171436e-06	7.671879610504573e-05
B18	F11	132	455	510	56514	5.909388050172226e-162	2.9507229271171436e-06	7.966951903216288e-05
F10	F12	232	2870	516	56514	3.945550249154295e-158	2.9507229271171436e-06	8.262024195928002e-05
F13	F19	156	552	805	56514	2.5016584359737033e-156	2.9507229271171436e-06	8.557096488639716e-05
F13	F17	212	552	2080	56514	3.4820642155709454e-156	2.9507229271171436e-06	8.85216878135143e-05
F12	F13	136	516	552	56514	2.5909963483486797e-155	2.9507229271171436e-06	9.147241074063146e-05
F10	F60	216	2870	509	56514	1.3119451375160975e-140	2.9507229271171436e-06	9.44231336677486e-05
N18	I10	157	287	2311	56514	1.249246962551064e-138	2.9507229271171436e-06	9.737385659486574e-05
F11	F17	191	510	2080	56514	4.3693949227194993e-138	2.9507229271171436e-06	0.00010032457952198289
E66	E78	262	1429	1600	56514	4.740226592570336e-134	2.9507229271171436e-06	0.00010327530244910003
F12	F17	185	516	2080	56514	1.134911965236023e-129	2.9507229271171436e-06	0.00010622602537621717
F17	F19	223	2080	805	56514	2.223947930215359e-129	2.9507229271171436e-06	0.00010917674830333431
E78	I25	151	1600	404	56514	7.685984248369479e-126	2.9507229271171436e-06	0.00011212747123045146
