ICD1	ICD2	val11	occ1	occ2	NN	pval	bonf_thresh	fdr_thresh
E78	I21	967	9183	1665	61267	0.0	7.400828892835998e-07	7.400828892835998e-07
I42	I50	429	1046	1761	61267	0.0	7.400828892835998e-07	1.4801657785671995e-06
I48	I50	649	3688	1761	61267	0.0	7.400828892835998e-07	2.2202486678507993e-06
E11	I25	1742	5583	7715	61267	0.0	7.400828892835998e-07	2.960331557134399e-06
E11	I10	3989	5583	20092	61267	0.0	7.400828892835998e-07	5.180580224985198e-06
E11	E78	1960	5583	9183	61267	0.0	7.400828892835998e-07	3.7004144464179988e-06
E66	E78	1384	3254	9183	61267	0.0	7.400828892835998e-07	4.4404973357015985e-06
E78	I10	6747	9183	20092	61267	0.0	7.400828892835998e-07	1.3321492007104796e-05
I21	I25	1220	1665	7715	61267	0.0	7.400828892835998e-07	1.0361160449970396e-05
K57	K63	772	2946	2922	61267	0.0	7.400828892835998e-07	1.1101243339253996e-05
I10	I25	5418	20092	7715	61267	0.0	7.400828892835998e-07	9.621077560686797e-06
I10	I20	1667	20092	2241	61267	0.0	7.400828892835998e-07	8.880994671403197e-06
K21	K44	515	1756	1259	61267	0.0	7.400828892835998e-07	7.4008288928359975e-06
K21	K29	688	1756	3382	61267	0.0	7.400828892835998e-07	8.140911782119597e-06
N13	N20	289	551	1113	61267	0.0	7.400828892835998e-07	5.920663114268798e-06
E66	I10	2526	3254	20092	61267	0.0	7.400828892835998e-07	6.660746003552398e-06
E78	I20	1284	9183	2241	61267	0.0	7.400828892835998e-07	1.2581409117821196e-05
K29	K44	604	3382	1259	61267	0.0	7.400828892835998e-07	1.1841326228537596e-05
I20	I25	1506	2241	7715	61267	0.0	7.400828892835998e-07	1.4061574896388395e-05
E78	I25	3766	9183	7715	61267	0.0	7.400828892835998e-07	1.4801657785671995e-05
M51	M54	515	1727	2282	61267	2.5e-323	7.400828892835998e-07	1.5541740674955595e-05
I10	I48	2310	20092	3688	61267	3.157e-321	7.400828892835998e-07	1.6281823564239194e-05
I25	I50	860	7715	1761	61267	7.12992629973e-313	7.400828892835998e-07	1.7021906453522796e-05
E79	I10	1427	1935	20092	61267	1.1248834929280444e-307	7.400828892835998e-07	1.7761989342806394e-05
E11	E14	812	5583	2117	61267	8.593113018334704e-307	7.400828892835998e-07	1.8502072232089993e-05
