ICD1	ICD2	val11	occ1	occ2	NN	pval	bonf_thresh	fdr_thresh
I85	K74	213	434	686	99332	0.0	6.457445434586078e-07	2.2601059021051273e-05
E79	I10	1098	1720	21024	99332	0.0	6.457445434586078e-07	6.457445434586078e-07
J32	J34	421	1083	1411	99332	0.0	6.457445434586078e-07	1.2914890869172156e-06
G55	M51	317	409	3692	99332	0.0	6.457445434586078e-07	2.3246803564509882e-05
E11	E66	1447	6608	5185	99332	0.0	6.457445434586078e-07	2.5184037194885706e-05
M51	M54	1110	3692	4589	99332	0.0	6.457445434586078e-07	2.4538292651427097e-05
E11	E78	2300	6608	10909	99332	0.0	6.457445434586078e-07	2.3892548107968488e-05
N20	N23	408	2369	652	99332	0.0	6.457445434586078e-07	2.130956993413406e-05
F17	I25	1464	5372	7976	99332	0.0	6.457445434586078e-07	2.1955314477592664e-05
F10	K70	650	4039	1085	99332	0.0	6.457445434586078e-07	1.6143613586465194e-05
I20	I25	1073	1888	7976	99332	0.0	6.457445434586078e-07	1.485212449954798e-05
F17	J44	1032	5372	3636	99332	0.0	6.457445434586078e-07	1.5497869043006588e-05
K21	K29	1265	3061	4874	99332	0.0	6.457445434586078e-07	1.3560635412630765e-05
E66	G47	1559	5185	5222	99332	0.0	6.457445434586078e-07	1.2914890869172156e-05
M19	M75	434	1338	2811	99332	0.0	6.457445434586078e-07	1.2269146325713548e-05
K21	K44	827	3061	1932	99332	0.0	6.457445434586078e-07	1.4206379956089372e-05
F10	F17	1063	4039	5372	99332	0.0	6.457445434586078e-07	6.457445434586078e-06
I21	I25	1749	2657	7976	99332	0.0	6.457445434586078e-07	7.103189978044686e-06
E66	E78	1804	5185	10909	99332	0.0	6.457445434586078e-07	7.748934521503294e-06
K29	K63	963	4874	3984	99332	0.0	6.457445434586078e-07	8.394679064961901e-06
E11	I10	4259	6608	21024	99332	0.0	6.457445434586078e-07	9.040423608420509e-06
E78	F17	2012	10909	5372	99332	0.0	6.457445434586078e-07	9.686168151879118e-06
I10	I48	1639	21024	3105	99332	0.0	6.457445434586078e-07	1.0331912695337725e-05
I10	I25	5011	21024	7976	99332	0.0	6.457445434586078e-07	1.0977657238796332e-05
I10	I21	1496	21024	2657	99332	0.0	6.457445434586078e-07	1.1623401782254941e-05
E78	I20	948	10909	1888	99332	0.0	6.457445434586078e-07	1.9372336303758235e-06
E78	I21	1264	10909	2657	99332	0.0	6.457445434586078e-07	3.228722717293039e-06
E78	I10	6948	10909	21024	99332	0.0	6.457445434586078e-07	2.5829781738344312e-06
I42	I50	398	1334	1288	99332	0.0	6.457445434586078e-07	5.1659563476688624e-06
E11	I25	1673	6608	7976	99332	0.0	6.457445434586078e-07	4.520211804210254e-06
E78	I25	3805	10909	7976	99332	0.0	6.457445434586078e-07	5.8117008911274706e-06
K29	K44	956	4874	1932	99332	0.0	6.457445434586078e-07	3.874467260751647e-06
E78	E79	855	10909	1720	99332	0.0	6.457445434586078e-07	1.6789358129923803e-05
F17	I10	2532	5372	21024	99332	0.0	6.457445434586078e-07	1.743510267338241e-05
N18	I10	1067	1559	21024	99332	0.0	6.457445434586078e-07	1.8080847216841017e-05
M17	M23	713	2328	5056	99332	0.0	6.457445434586078e-07	1.8726591760299626e-05
E66	I10	3511	5185	21024	99332	0.0	6.457445434586078e-07	1.9372336303758235e-05
M23	M94	550	5056	658	99332	0.0	6.457445434586078e-07	2.001808084721684e-05
N13	N20	616	1089	2369	99332	0.0	6.457445434586078e-07	2.066382539067545e-05
K57	K63	717	3269	3984	99332	1e-323	6.457445434586078e-07	2.582978173834431e-05
I10	J44	1791	21024	3636	99332	8.13e-321	6.457445434586078e-07	2.647552628180292e-05
H35	H36	205	912	373	99332	1.87315e-319	6.457445434586078e-07	2.712127082526153e-05
C34	C79	217	823	503	99332	8.0607e-319	6.457445434586078e-07	2.7767015368720135e-05
I70	I73	366	1580	1587	99332	1.288832081e-314	6.457445434586078e-07	2.8412759912178744e-05
I85	K70	212	434	1085	99332	9.07322284590128e-298	6.457445434586078e-07	2.9058504455637353e-05
I10	I20	1123	21024	1888	99332	3.1341615232737008e-292	6.457445434586078e-07	2.970424899909596e-05
K29	K76	739	4874	3248	99332	3.2419408663728286e-285	6.457445434586078e-07	3.0349993542554567e-05
F17	I21	681	5372	2657	99332	3.093499765683496e-269	6.457445434586078e-07	3.0995738086013176e-05
I26	I80	212	802	745	99332	2.600744240574011e-267	6.457445434586078e-07	3.1641482629471785e-05
I42	I48	395	1334	3105	99332	2.9885140949305265e-267	6.457445434586078e-07	3.228722717293039e-05
I25	I50	559	7976	1288	99332	1.3840918984092283e-264	6.457445434586078e-07	3.2932971716388996e-05
F10	F33	470	4039	1620	99332	1.2433424022641519e-262	6.457445434586078e-07	3.3578716259847605e-05
N13	N23	218	1089	652	99332	9.408442522853244e-261	6.457445434586078e-07	3.4224460803306214e-05
