ICD1	ICD2	val11	occ1	occ2	NN	pval	bonf_thresh	fdr_thresh
I20	I25	536	1119	3378	61249	0.0	8.127438231469441e-07	8.127438231469441e-07
E11	I10	3192	4332	17663	61249	0.0	8.127438231469441e-07	1.6254876462938883e-06
I21	I25	458	670	3378	61249	0.0	8.127438231469441e-07	2.4382314694408323e-06
M51	M54	695	1950	3506	61249	0.0	8.127438231469441e-07	3.2509752925877765e-06
E11	E66	1023	4332	3379	61249	0.0	8.127438231469441e-07	4.06371911573472e-06
K29	K44	661	3464	1312	61249	0.0	8.127438231469441e-07	4.8764629388816646e-06
I10	I25	2507	17663	3378	61249	0.0	8.127438231469441e-07	5.689206762028609e-06
E66	I10	2624	3379	17663	61249	0.0	8.127438231469441e-07	6.501950585175553e-06
I10	I48	1610	17663	2375	61249	0.0	8.127438231469441e-07	7.314694408322497e-06
E78	I10	5157	7117	17663	61249	0.0	8.127438231469441e-07	8.12743823146944e-06
E78	I25	1613	7117	3378	61249	0.0	8.127438231469441e-07	8.940182054616385e-06
K21	K44	404	1406	1312	61249	0.0	8.127438231469441e-07	1.0565669700910273e-05
K21	K29	557	1406	3464	61249	0.0	8.127438231469441e-07	9.752925877763329e-06
E11	E78	1390	4332	7117	61249	1.781776322035226e-309	8.127438231469441e-07	1.1378413524057218e-05
M17	M23	701	3303	2584	61249	5.008677998907616e-305	8.127438231469441e-07	1.2191157347204162e-05
E66	E78	1185	3379	7117	61249	6.790643804637875e-301	8.127438231469441e-07	1.3003901170351106e-05
H25	H35	548	4483	1246	61249	5.7216100655271055e-288	8.127438231469441e-07	1.381664499349805e-05
M23	M94	251	2584	313	61249	1.1445999276373768e-285	8.127438231469441e-07	1.4629388816644995e-05
F00	G30	103	105	192	61249	1.0827830243042121e-269	8.127438231469441e-07	1.5442132639791937e-05
H25	H52	318	4483	426	61249	2.1784822600242487e-266	8.127438231469441e-07	1.625487646293888e-05
M47	M54	480	1317	3506	61249	2.887878723371152e-256	8.127438231469441e-07	1.7067620286085826e-05
F17	J44	367	1100	2192	61249	2.8058193244796497e-252	8.127438231469441e-07	1.788036410923277e-05
K57	K63	530	2937	1954	61249	5.8262748610568115e-252	8.127438231469441e-07	1.8693107932379714e-05
N13	N20	163	394	486	61249	2.8411021392014036e-242	8.127438231469441e-07	1.9505851755526658e-05
E78	I20	566	7117	1119	61249	4.969219169976865e-231	8.127438231469441e-07	2.0318595578673603e-05
C78	C79	163	579	390	61249	1.508081837324239e-228	8.127438231469441e-07	2.1131339401820547e-05
E11	I25	810	4332	3378	61249	2.119037847367769e-227	8.127438231469441e-07	2.194408322496749e-05
E14	I10	863	1178	17663	61249	1.2974599827362937e-222	8.127438231469441e-07	2.2756827048114435e-05
M48	M51	296	859	1950	61249	8.075115012779129e-222	8.127438231469441e-07	2.356957087126138e-05
M17	M22	258	3303	409	61249	6.28885534455212e-220	8.127438231469441e-07	2.4382314694408324e-05
E11	H36	224	4332	258	61249	2.8150343126698487e-219	8.127438231469441e-07	2.5195058517555268e-05
N84	N95	273	1313	1054	61249	7.568963903008853e-215	8.127438231469441e-07	2.6007802340702212e-05
F32	I10	1479	2569	17663	61249	1.5592588688106627e-211	8.127438231469441e-07	2.6820546163849156e-05
I10	I20	811	17663	1119	61249	5.7469373383791485e-204	8.127438231469441e-07	2.76332899869961e-05
H35	H36	160	1246	258	61249	1.4104187046186986e-203	8.127438231469441e-07	2.8446033810143045e-05
M48	M54	349	859	3506	61249	5.244632839022187e-203	8.127438231469441e-07	2.925877763328999e-05
M42	M47	209	560	1317	61249	3.105315391600459e-200	8.127438231469441e-07	3.0071521456436933e-05
E11	E14	439	4332	1178	61249	3.779822196789472e-200	8.127438231469441e-07	3.0884265279583874e-05
K29	K57	623	3464	2937	61249	3.604802941724282e-194	8.127438231469441e-07	3.169700910273082e-05
M42	M54	277	560	3506	61249	5.078290892219461e-189	8.127438231469441e-07	3.250975292587776e-05
E03	I10	1175	1972	17663	61249	1.981753982817874e-183	8.127438231469441e-07	3.332249674902471e-05
I48	I50	292	2375	918	61249	2.4006957627517665e-182	8.127438231469441e-07	3.413524057217165e-05
N18	I10	680	920	17663	61249	1.4473701081419655e-178	8.127438231469441e-07	3.49479843953186e-05
J44	J96	182	2192	329	61249	1.9390903815124846e-172	8.127438231469441e-07	3.576072821846554e-05
I10	K76	1055	17663	1766	61249	1.920914863281137e-165	8.127438231469441e-07	3.657347204161249e-05
M53	M54	309	843	3506	61249	8.115984855445713e-164	8.127438231469441e-07	3.738621586475943e-05
M23	M24	180	2584	312	61249	3.598191807909005e-162	8.127438231469441e-07	3.8198959687906376e-05
I10	J44	1225	17663	2192	61249	7.79959494903427e-160	8.127438231469441e-07	3.9011703511053317e-05
M19	M75	188	851	977	61249	6.61298875122977e-157	8.127438231469441e-07	3.9824447334200264e-05
I42	I50	145	440	918	61249	2.7711048494231856e-152	8.127438231469441e-07	4.0637191157347205e-05
K29	K63	449	3464	1954	61249	3.51803348638076e-151	8.127438231469441e-07	4.144993498049415e-05
I07	I34	98	172	610	61249	7.045645136136511e-151	8.127438231469441e-07	4.2262678803641094e-05
C77	C78	117	338	579	61249	2.1946272230915784e-150	8.127438231469441e-07	4.307542262678804e-05
I25	I50	298	3378	918	61249	1.549111278366159e-145	8.127438231469441e-07	4.388816644993498e-05
K44	K57	332	1312	2937	61249	9.743275587434961e-145	8.127438231469441e-07	4.470091027308193e-05
I10	I11	516	17663	684	61249	8.93492436593791e-142	8.127438231469441e-07	4.551365409622887e-05
J43	J44	140	228	2192	61249	1.2498398699675795e-141	8.127438231469441e-07	4.632639791937582e-05
M43	M48	128	369	859	61249	2.302679336241705e-141	8.127438231469441e-07	4.713914174252276e-05
E66	I25	582	3379	3378	61249	3.5280466147824376e-141	8.127438231469441e-07	4.7951885565669707e-05
I84	K57	297	1069	2937	61249	4.5342727547526457e-141	8.127438231469441e-07	4.876462938881665e-05
M20	M77	163	1910	387	61249	5.237681243237251e-139	8.127438231469441e-07	4.9577373211963595e-05
E78	K76	598	7117	1766	61249	1.3722377233589827e-138	8.127438231469441e-07	5.0390117035110536e-05
N95	C54	135	1054	401	61249	1.3297662880815807e-134	8.127438231469441e-07	5.1202860858257484e-05
I10	I50	623	17663	918	61249	3.8238694243719643e-134	8.127438231469441e-07	5.2015604681404424e-05
M54	M99	178	3506	320	61249	4.573209755139707e-133	8.127438231469441e-07	5.2828348504551365e-05
E78	I21	332	7117	670	61249	2.9593425696348887e-131	8.127438231469441e-07	5.364109232769831e-05
K29	K76	399	3464	1766	61249	4.4475778794337016e-131	8.127438231469441e-07	5.4453836150845254e-05
