ICD1	ICD2	val11	occ1	occ2	NN	pval	bonf_thresh	fdr_thresh
K21	K44	347	1012	666	50560	0.0	4.219409282700422e-06	4.219409282700422e-06
J32	J34	477	1018	2519	50560	0.0	4.219409282700422e-06	8.438818565400844e-06
N13	N20	397	547	1417	50560	0.0	4.219409282700422e-06	1.2658227848101267e-05
N20	N23	304	1417	575	50560	5.98674e-319	4.219409282700422e-06	1.6877637130801688e-05
F10	K70	272	2140	334	50560	1.859741096e-314	4.219409282700422e-06	2.109704641350211e-05
E66	I10	382	1109	1789	50560	5.242776742217204e-274	4.219409282700422e-06	2.5316455696202533e-05
M51	M54	496	2023	2051	50560	5.944208879233107e-252	4.219409282700422e-06	2.9535864978902954e-05
E78	I10	485	2258	1789	50560	3.375166668320758e-247	4.219409282700422e-06	3.3755274261603375e-05
H91	H93	181	516	501	50560	1.1214504503657736e-236	4.219409282700422e-06	3.79746835443038e-05
I21	I25	131	222	344	50560	3.479304494243077e-233	4.219409282700422e-06	4.219409282700422e-05
K21	K29	310	1012	1804	50560	2.5294368225987037e-201	4.219409282700422e-06	4.641350210970464e-05
N13	N23	169	547	575	50560	5.273818869309539e-197	4.219409282700422e-06	5.0632911392405066e-05
K29	K44	255	1804	666	50560	2.255909046152002e-192	4.219409282700422e-06	5.4852320675105484e-05
M23	M94	236	3196	375	50560	5.2451992093013205e-185	4.219409282700422e-06	5.907172995780591e-05
E78	E79	255	2258	600	50560	4.359497415698724e-181	4.219409282700422e-06	6.329113924050633e-05
J34	M95	176	2519	236	50560	6.427510424783268e-177	4.219409282700422e-06	6.751054852320675e-05
E66	E78	319	1109	2258	50560	2.2946947280608608e-167	4.219409282700422e-06	7.172995780590717e-05
E78	K76	305	2258	1092	50560	9.856962474460248e-156	4.219409282700422e-06	7.59493670886076e-05
E78	I25	185	2258	344	50560	7.693184657818567e-155	4.219409282700422e-06	8.016877637130802e-05
E78	F17	321	2258	1316	50560	3.1969475252144347e-145	4.219409282700422e-06	8.438818565400843e-05
F10	F60	179	2140	367	50560	6.214597705356506e-144	4.219409282700422e-06	8.860759493670887e-05
F10	F32	258	2140	927	50560	2.3281363889692326e-136	4.219409282700422e-06	9.282700421940928e-05
F10	F43	232	2140	797	50560	5.2273862656982706e-127	4.219409282700422e-06	9.70464135021097e-05
I20	I25	85	230	344	50560	1.255408869509182e-125	4.219409282700422e-06	0.00010126582278481013
J32	J33	111	1018	260	50560	4.7522529707741146e-117	4.219409282700422e-06	0.00010548523206751055
M22	M23	159	303	3196	50560	3.5076486980810096e-107	4.219409282700422e-06	0.00010970464135021097
F10	G40	209	2140	810	50560	5.419112015201042e-103	4.219409282700422e-06	0.00011392405063291139
J33	J34	130	260	2519	50560	3.206417931010446e-97	4.219409282700422e-06	0.00011814345991561182
F10	F17	256	2140	1316	50560	1.4201910488343097e-96	4.219409282700422e-06	0.00012236286919831225
M17	M23	137	277	3196	50560	6.063498693344009e-88	4.219409282700422e-06	0.00012658227848101267
E78	I21	107	2258	222	50560	6.587896853376804e-83	4.219409282700422e-06	0.00013080168776371308
M23	M24	167	3196	455	50560	4.955163360432566e-82	4.219409282700422e-06	0.0001350210970464135
F43	F60	91	797	367	50560	9.501094289393262e-81	4.219409282700422e-06	0.00013924050632911392
E11	I10	115	332	1789	50560	1.1810014148315625e-80	4.219409282700422e-06	0.00014345991561181434
B18	F19	71	349	376	50560	2.420741960384512e-80	4.219409282700422e-06	0.00014767932489451475
I10	K76	191	1789	1092	50560	1.2778474404961327e-76	4.219409282700422e-06	0.0001518987341772152
E66	K76	153	1109	1092	50560	2.3778678497917635e-76	4.219409282700422e-06	0.00015611814345991562
I10	I25	113	1789	344	50560	2.3880671022649312e-76	4.219409282700422e-06	0.00016033755274261603
F10	F13	87	2140	159	50560	7.10800726242162e-76	4.219409282700422e-06	0.00016455696202531645
K80	K81	60	924	110	50560	2.0217125174156773e-74	4.219409282700422e-06	0.00016877637130801687
C62	C77	39	270	63	50560	1.8900590288929415e-73	4.219409282700422e-06	0.0001729957805907173
E11	E66	92	332	1109	50560	2.6161827619967996e-73	4.219409282700422e-06	0.00017721518987341773
K60	K61	85	519	563	50560	3.111726369490799e-72	4.219409282700422e-06	0.00018143459915611815
E78	I20	100	2258	230	50560	5.392774399823513e-72	4.219409282700422e-06	0.00018565400843881857
