ICD1	ICD2	val11	occ1	occ2	NN	pval	bonf_thresh	fdr_thresh
K02	K04	433	1750	618	41779	0.0	6.8119891008174385e-06	6.8119891008174385e-06
H65	J35	2983	3822	9151	41779	0.0	6.8119891008174385e-06	1.3623978201634877e-05
E86	A08	688	1355	4675	41779	2.1502713836097765e-299	6.8119891008174385e-06	2.0435967302452316e-05
N13	N39	295	657	2199	41779	4.402218555649664e-199	6.8119891008174385e-06	2.7247956403269754e-05
H50	H52	89	470	136	41779	2.95127542605786e-141	6.8119891008174385e-06	3.4059945504087195e-05
J00	J20	406	1863	2408	41779	4.1993110921291095e-128	6.8119891008174385e-06	4.087193460490463e-05
F41	K02	105	127	1750	41779	1.0125816948605127e-122	6.8119891008174385e-06	4.768392370572207e-05
E86	A09	345	1355	3397	41779	1.3965830420805693e-85	6.8119891008174385e-06	5.449591280653951e-05
A08	L22	297	4675	831	41779	3.8026909093213905e-79	6.8119891008174385e-06	6.130790190735695e-05
J34	J35	158	186	9151	41779	3.393016409986447e-75	6.8119891008174385e-06	6.811989100817439e-05
F40	K02	55	58	1750	41779	1.9666079577653975e-72	6.8119891008174385e-06	7.493188010899182e-05
E86	E87	92	1355	303	41779	2.337019993131367e-62	6.8119891008174385e-06	8.174386920980927e-05
G51	A69	26	106	53	41779	1.0707664091736943e-54	6.8119891008174385e-06	8.85558583106267e-05
J18	J20	271	1693	2408	41779	2.3528951993498125e-54	6.8119891008174385e-06	9.536784741144414e-05
N10	N13	73	440	657	41779	8.345729245493898e-52	6.8119891008174385e-06	0.00010217983651226157
E87	A08	138	303	4675	41779	1.216372079310818e-51	6.8119891008174385e-06	0.00010899182561307902
H52	H53	27	136	68	41779	2.690118220417726e-50	6.8119891008174385e-06	0.00011580381471389646
N39	B96	53	2199	81	41779	9.669193839577229e-48	6.8119891008174385e-06	0.0001226158038147139
N10	N39	111	440	2199	41779	1.471915379774333e-44	6.8119891008174385e-06	0.00012942779291553132
H50	H53	31	470	68	41779	2.123322273638777e-42	6.8119891008174385e-06	0.00013623978201634878
