ICD1	ICD2	val11	occ1	occ2	NN	pval	bonf_thresh	fdr_thresh
E66	I10	2833	3717	18413	69388	0.0	6.924248719013987e-07	6.924248719013987e-07
C78	C79	266	881	652	69388	0.0	6.924248719013987e-07	1.3848497438027975e-06
I10	I48	1853	18413	2890	69388	0.0	6.924248719013987e-07	2.0772746157041964e-06
K21	K44	537	1804	1547	69388	0.0	6.924248719013987e-07	2.769699487605595e-06
M23	M94	284	2531	339	69388	0.0	6.924248719013987e-07	3.4621243595069935e-06
J44	J96	356	3067	548	69388	0.0	6.924248719013987e-07	4.154549231408393e-06
K21	K29	697	1804	3765	69388	0.0	6.924248719013987e-07	4.846974103309791e-06
F00	G30	132	132	182	69388	0.0	6.924248719013987e-07	5.53939897521119e-06
I20	I25	509	1053	3725	69388	0.0	6.924248719013987e-07	6.2318238471125885e-06
I10	I25	2613	18413	3725	69388	0.0	6.924248719013987e-07	6.924248719013987e-06
H25	H52	496	5528	653	69388	0.0	6.924248719013987e-07	7.616673590915386e-06
I21	I25	504	814	3725	69388	0.0	6.924248719013987e-07	1.3156072566126575e-05
E66	E78	1214	3717	7040	69388	0.0	6.924248719013987e-07	8.309098462816786e-06
K29	K44	722	3765	1547	69388	0.0	6.924248719013987e-07	9.001523334718184e-06
F17	J44	537	1551	3067	69388	0.0	6.924248719013987e-07	9.693948206619583e-06
E11	I10	3759	5099	18413	69388	0.0	6.924248719013987e-07	1.0386373078520981e-05
E11	E78	1540	5099	7040	69388	0.0	6.924248719013987e-07	1.107879795042238e-05
E78	I10	5073	7040	18413	69388	0.0	6.924248719013987e-07	1.1771222822323778e-05
M51	M54	766	2140	3712	69388	0.0	6.924248719013987e-07	1.2463647694225177e-05
E11	E66	1274	5099	3717	69388	0.0	6.924248719013987e-07	1.4540922309929374e-05
E78	I25	1521	7040	3725	69388	0.0	6.924248719013987e-07	1.3848497438027974e-05
E03	I10	1660	2729	18413	69388	2.5e-323	6.924248719013987e-07	1.5233347181830773e-05
E11	I25	1004	5099	3725	69388	2.353384457e-315	6.924248719013987e-07	1.592577205373217e-05
I10	J44	1738	18413	3067	69388	6.675231405139694e-285	6.924248719013987e-07	1.661819692563357e-05
N18	I10	993	1374	18413	69388	1.1842740270014964e-279	6.924248719013987e-07	1.731062179753497e-05
N13	N20	201	561	578	69388	3.899561631533261e-279	6.924248719013987e-07	1.800304666943637e-05
K29	K57	738	3765	3157	69388	5.338120334721356e-271	6.924248719013987e-07	1.8695471541337765e-05
H25	H35	592	5528	1461	69388	6.66704857740159e-266	6.924248719013987e-07	1.9387896413239166e-05
M47	M54	462	1300	3712	69388	1.750742247617346e-252	6.924248719013987e-07	2.0080321285140562e-05
M42	M54	324	601	3712	69388	3.860616799596587e-246	6.924248719013987e-07	2.0772746157041963e-05
F32	I10	1485	2605	18413	69388	1.499022631332864e-245	6.924248719013987e-07	2.146517102894336e-05
K57	K63	563	3157	2484	69388	2.8175562654089906e-235	6.924248719013987e-07	2.215759590084476e-05
N18	E11	522	1374	5099	69388	1.0843639263774713e-234	6.924248719013987e-07	2.285002077274616e-05
E66	G47	446	3717	1314	69388	1.555029382058765e-233	6.924248719013987e-07	2.3542445644647557e-05
I48	I50	376	2890	1138	69388	9.683220758935836e-231	6.924248719013987e-07	2.4234870516548957e-05
M42	M47	223	601	1300	69388	1.8500078061852773e-226	6.924248719013987e-07	2.4927295388450354e-05
G55	M51	181	243	2140	69388	1.4606506351932426e-219	6.924248719013987e-07	2.5619720260351754e-05
M17	M23	586	3606	2531	69388	2.0339352178593863e-219	6.924248719013987e-07	2.631214513225315e-05
N84	N95	276	1447	1108	69388	3.2497202746582927e-214	6.924248719013987e-07	2.700457000415455e-05
K29	K63	586	3765	2484	69388	5.695023814103765e-214	6.924248719013987e-07	2.7696994876055948e-05
I25	I50	394	3725	1138	69388	7.188395346907791e-209	6.924248719013987e-07	2.8389419747957348e-05
C50	C79	272	2617	652	69388	7.65244757612859e-209	6.924248719013987e-07	2.908184461985875e-05
M47	M51	328	1300	2140	69388	2.1445837685110153e-201	6.924248719013987e-07	2.9774269491760145e-05
I42	I50	192	548	1138	69388	3.255677361081121e-200	6.924248719013987e-07	3.0466694363661545e-05
C34	C79	179	746	652	69388	7.755520063710975e-200	6.924248719013987e-07	3.115911923556294e-05
H35	H36	172	1461	328	69388	1.2666664595616311e-197	6.924248719013987e-07	3.185154410746434e-05
I07	I34	124	205	678	69388	6.33878379129831e-197	6.924248719013987e-07	3.254396897936574e-05
M48	M51	286	971	2140	69388	2.8109722889637275e-195	6.924248719013987e-07	3.323639385126714e-05
I10	I50	769	18413	1138	69388	6.357537618771011e-187	6.924248719013987e-07	3.3928818723168536e-05
N17	N18	186	484	1374	69388	8.921760171225348e-187	6.924248719013987e-07	3.462124359506994e-05
F17	I10	946	1551	18413	69388	1.3366837878453562e-182	6.924248719013987e-07	3.531366846697134e-05
K44	K57	395	1547	3157	69388	5.161093247401723e-182	6.924248719013987e-07	3.600609333887274e-05
J43	J44	201	336	3067	69388	2.7307369695361615e-181	6.924248719013987e-07	3.669851821077413e-05
I10	K76	1049	18413	1815	69388	6.917419161389324e-178	6.924248719013987e-07	3.739094308267553e-05
C77	C78	150	409	881	69388	8.591727606476873e-177	6.924248719013987e-07	3.808336795457693e-05
E78	I20	458	7040	1053	69388	2.793134838080494e-176	6.924248719013987e-07	3.877579282647833e-05
E14	I10	742	1113	18413	69388	4.970020841657502e-175	6.924248719013987e-07	3.946821769837973e-05
E03	E78	791	2729	7040	69388	1.4008840299769402e-174	6.924248719013987e-07	4.0160642570281125e-05
M42	M51	221	601	2140	69388	5.085052092752926e-174	6.924248719013987e-07	4.0853067442182525e-05
I10	I20	712	18413	1053	69388	3.3632525783375645e-173	6.924248719013987e-07	4.1545492314083925e-05
E11	H36	224	5099	328	69388	2.4685023626699242e-172	6.924248719013987e-07	4.2237917185985326e-05
E78	F17	563	7040	1551	69388	2.9270192435840174e-172	6.924248719013987e-07	4.293034205788672e-05
I10	I63	702	18413	1037	69388	3.4586546322995844e-171	6.924248719013987e-07	4.362276692978812e-05
M17	M22	201	3606	327	69388	1.2507901056227949e-170	6.924248719013987e-07	4.431519180168952e-05
M48	M54	326	971	3712	69388	6.657976451191658e-168	6.924248719013987e-07	4.500761667359092e-05
I34	I48	251	678	2890	69388	1.648180366385322e-166	6.924248719013987e-07	4.570004154549232e-05
