ICD1	ICD2	val11	occ1	occ2	NN	pval	bonf_thresh	fdr_thresh
E66	I10	1049	2622	5260	77601	0.0	1.4961101137043686e-06	1.4961101137043686e-06
K21	K44	346	1209	988	77601	0.0	1.4961101137043686e-06	2.992220227408737e-06
E78	I10	1050	2779	5260	77601	0.0	1.4961101137043686e-06	4.488330341113106e-06
K29	K44	438	3142	988	77601	0.0	1.4961101137043686e-06	5.984440454817474e-06
N92	D25	1913	6945	5485	77601	0.0	1.4961101137043686e-06	1.047277079593058e-05
M51	M54	818	2747	3770	77601	0.0	1.4961101137043686e-06	7.480550568521843e-06
N13	N20	255	461	752	77601	0.0	1.4961101137043686e-06	8.976660682226211e-06
E11	I10	505	988	5260	77601	8.23074e-319	1.4961101137043686e-06	1.1968880909634949e-05
J32	J34	254	772	836	77601	7.5451537935587e-310	1.4961101137043686e-06	1.3464991023339318e-05
M23	M94	258	2388	375	77601	1.5614608367176665e-298	1.4961101137043686e-06	1.4961101137043686e-05
K21	K29	429	1209	3142	77601	2.971686838123942e-283	1.4961101137043686e-06	1.6457211250748053e-05
N84	N92	814	2562	6945	77601	1.0831884509002452e-243	1.4961101137043686e-06	1.7953321364452423e-05
M17	M23	254	559	2388	77601	1.614292571705323e-228	1.4961101137043686e-06	1.9449431478156792e-05
E66	E78	510	2622	2779	77601	1.705787059357536e-227	1.4961101137043686e-06	2.094554159186116e-05
N20	N23	153	752	312	77601	5.923974363360033e-224	1.4961101137043686e-06	2.2441651705565528e-05
F10	K70	141	1464	167	77601	9.975255716460309e-217	1.4961101137043686e-06	2.3937761819269897e-05
E11	E66	317	988	2622	77601	1.264827333533861e-216	1.4961101137043686e-06	2.5433871932974267e-05
N85	N92	550	1381	6945	77601	6.564046764680095e-216	1.4961101137043686e-06	2.6929982046678636e-05
M22	M23	195	308	2388	77601	8.897839569095328e-214	1.4961101137043686e-06	2.8426092160383002e-05
I21	I25	130	220	651	77601	1.7266862977793067e-213	1.4961101137043686e-06	2.992220227408737e-05
E78	F17	406	2779	1751	77601	4.7084607366897245e-209	1.4961101137043686e-06	3.141831238779174e-05
E78	I25	265	2779	651	77601	2.4634713124741433e-205	1.4961101137043686e-06	3.291442250149611e-05
I10	I25	324	5260	651	77601	1.8333018779029666e-198	1.4961101137043686e-06	3.4410532615200476e-05
H91	H93	155	630	544	77601	5.691691768487194e-195	1.4961101137043686e-06	3.5906642728904846e-05
F32	F33	375	3252	1456	77601	1.646164570464985e-185	1.4961101137043686e-06	3.7402752842609215e-05
F10	F32	375	1464	3252	77601	1.3002975358949574e-184	1.4961101137043686e-06	3.8898862956313585e-05
I20	I25	139	409	651	77601	1.7212568889559162e-184	1.4961101137043686e-06	4.0394973070017954e-05
