ICD1	ICD2	val11	occ1	occ2	NN	pval	bonf_thresh	fdr_thresh
J34	M95	113	795	158	32445	7.284553407295491e-147	1.1481056257175661e-05	1.1481056257175661e-05
H65	J35	152	314	2069	32445	6.399151737244474e-96	1.1481056257175661e-05	2.2962112514351322e-05
F11	F13	38	93	72	32445	1.3159108052392959e-80	1.1481056257175661e-05	3.444316877152698e-05
J32	J34	91	289	795	32445	1.4474665013597683e-74	1.1481056257175661e-05	4.5924225028702645e-05
K21	K29	69	188	576	32445	1.0809444371849006e-71	1.1481056257175661e-05	5.740528128587831e-05
F32	F43	116	468	1027	32445	1.981551856142362e-69	1.1481056257175661e-05	6.888633754305396e-05
E66	I10	79	670	270	32445	8.553826043008308e-68	1.1481056257175661e-05	8.036739380022963e-05
F91	F92	65	341	352	32445	2.588455426823628e-61	1.1481056257175661e-05	9.184845005740529e-05
E66	K76	55	670	127	32445	2.2398648905695987e-58	1.1481056257175661e-05	0.00010332950631458095
F81	F90	47	111	499	32445	1.5042120185482034e-55	1.1481056257175661e-05	0.00011481056257175662
N47	N48	93	1726	242	32445	7.571467285012364e-55	1.1481056257175661e-05	0.00012629161882893227
E10	E16	30	332	38	32445	2.380831764491874e-53	1.1481056257175661e-05	0.00013777267508610793
N20	N23	24	116	47	32445	2.2500548185195226e-47	1.1481056257175661e-05	0.00014925373134328358
N13	N20	30	131	116	32445	1.7169109569738322e-46	1.1481056257175661e-05	0.00016073478760045927
E86	A09	58	142	1147	32445	3.201914473415715e-46	1.1481056257175661e-05	0.00017221584385763492
F90	F92	61	499	352	32445	2.0029798125174667e-45	1.1481056257175661e-05	0.00018369690011481058
F90	F91	59	499	341	32445	6.661480957987196e-44	1.1481056257175661e-05	0.00019517795637198624
F11	F19	31	93	241	32445	4.056274423006963e-43	1.1481056257175661e-05	0.0002066590126291619
H50	H52	26	125	87	32445	8.992892012236334e-43	1.1481056257175661e-05	0.00021814006888633757
H91	H93	30	144	181	32445	9.713348520373603e-39	1.1481056257175661e-05	0.00022962112514351323
G80	G82	22	79	92	32445	1.0378116946778372e-38	1.1481056257175661e-05	0.0002411021814006889
H83	H93	26	86	181	32445	2.153166078830382e-38	1.1481056257175661e-05	0.00025258323765786454
K02	K04	26	185	89	32445	1.1105859870065044e-37	1.1481056257175661e-05	0.0002640642939150402
F32	F60	41	468	177	32445	2.75966033354272e-37	1.1481056257175661e-05	0.00027554535017221585
F32	F33	34	468	104	32445	8.897807461353703e-37	1.1481056257175661e-05	0.0002870264064293915
E66	E78	33	670	76	32445	1.7683599944942305e-35	1.1481056257175661e-05	0.00029850746268656717
K21	K44	21	188	49	32445	1.1321868645620871e-34	1.1481056257175661e-05	0.0003099885189437429
D16	D48	30	237	155	32445	5.323824300965419e-34	1.1481056257175661e-05	0.00032146957520091853
J34	J35	150	795	2069	32445	1.0190071373189593e-33	1.1481056257175661e-05	0.0003329506314580942
F43	F92	68	1027	352	32445	1.4739706297772849e-33	1.1481056257175661e-05	0.00034443168771526985
J30	J45	38	166	505	32445	3.5760207832820486e-33	1.1481056257175661e-05	0.0003559127439724455
K29	K44	26	576	49	32445	6.889624871753431e-33	1.1481056257175661e-05	0.00036739380022962116
C40	C41	13	43	28	32445	1.9114886538784367e-31	1.1481056257175661e-05	0.0003788748564867968
E10	E14	23	332	58	32445	5.005113324128395e-31	1.1481056257175661e-05	0.00039035591274397247
F20	F23	20	92	115	32445	1.1636660293244413e-30	1.1481056257175661e-05	0.0004018369690011481
E23	E34	20	56	210	32445	4.226383883521088e-30	1.1481056257175661e-05	0.0004133180252583238
K01	K07	32	281	214	32445	5.1573531261941985e-30	1.1481056257175661e-05	0.00042479908151549944
H05	J01	16	24	218	32445	6.914249512525258e-30	1.1481056257175661e-05	0.00043628013777267515
M51	M54	21	60	255	32445	1.673161663383566e-29	1.1481056257175661e-05	0.0004477611940298508
J32	J33	22	289	64	32445	2.005393332115389e-29	1.1481056257175661e-05	0.00045924225028702646
H52	H53	17	87	72	32445	4.3771757640161447e-29	1.1481056257175661e-05	0.0004707233065442021
G80	M62	17	79	83	32445	1.0552793471401986e-28	1.1481056257175661e-05	0.0004822043628013778
F11	F12	21	93	172	32445	1.2320825620363896e-28	1.1481056257175661e-05	0.0004936854190585535
F13	F19	21	72	241	32445	4.420336111900889e-28	1.1481056257175661e-05	0.0005051664753157291
D50	K50	21	96	177	32445	4.820838202827442e-28	1.1481056257175661e-05	0.0005166475315729048
F43	F60	45	1027	177	32445	6.286116384110383e-28	1.1481056257175661e-05	0.0005281285878300804
F10	F12	54	1732	172	32445	3.5856254604825426e-27	1.1481056257175661e-05	0.0005396096440872561
F90	F98	32	499	151	32445	3.887779880898882e-27	1.1481056257175661e-05	0.0005510907003444317
J18	J90	20	439	43	32445	1.981082879118442e-26	1.1481056257175661e-05	0.0005625717566016074
H50	H53	17	125	72	32445	3.3261538612882604e-26	1.1481056257175661e-05	0.000574052812858783
K35	K65	34	2863	47	32445	5.285822131786905e-26	1.1481056257175661e-05	0.0005855338691159587
F43	F91	58	1027	341	32445	8.872604024079648e-26	1.1481056257175661e-05	0.0005970149253731343
M23	M25	41	615	261	32445	1.7870619938901164e-25	1.1481056257175661e-05	0.00060849598163031
