ICD1	ICD2	val11	occ1	occ2	NN	pval	bonf_thresh	fdr_thresh
I10	I25	773	5124	1681	53865	0.0	2.2573363431151243e-06	2.2573363431151243e-06
I20	I25	384	749	1681	53865	0.0	2.2573363431151243e-06	4.5146726862302485e-06
K21	K29	516	1416	2443	53865	0.0	2.2573363431151243e-06	6.772009029345373e-06
K21	K44	419	1416	880	53865	0.0	2.2573363431151243e-06	9.029345372460497e-06
N13	N20	418	583	1576	53865	0.0	2.2573363431151243e-06	1.1286681715575622e-05
N20	N23	340	1576	605	53865	0.0	2.2573363431151243e-06	1.3544018058690746e-05
J32	J34	392	856	1608	53865	0.0	2.2573363431151243e-06	1.580135440180587e-05
E66	I10	905	1965	5124	53865	0.0	2.2573363431151243e-06	1.8058690744920994e-05
I21	I25	612	885	1681	53865	0.0	2.2573363431151243e-06	2.031602708803612e-05
E78	I10	1722	5019	5124	53865	0.0	2.2573363431151243e-06	2.2573363431151244e-05
E78	I21	545	5019	885	53865	0.0	2.2573363431151243e-06	2.4830699774266366e-05
E78	I25	974	5019	1681	53865	0.0	2.2573363431151243e-06	2.708803611738149e-05
F10	K70	470	2583	615	53865	0.0	2.2573363431151243e-06	2.9345372460496616e-05
M23	M94	368	3667	492	53865	4.35e-322	2.2573363431151243e-06	3.160270880361174e-05
K29	K44	402	2443	880	53865	1.7407121333272041e-301	2.2573363431151243e-06	3.386004514672686e-05
E78	F17	847	5019	2350	53865	1.3422972566557283e-292	2.2573363431151243e-06	3.611738148984199e-05
E66	E78	744	1965	5019	53865	4.420915342953339e-271	2.2573363431151243e-06	3.837471783295711e-05
H91	H93	206	578	568	53865	2.0646069317189166e-265	2.2573363431151243e-06	4.063205417607224e-05
E78	E79	539	5019	1116	53865	3.8751698044221965e-256	2.2573363431151243e-06	4.2889390519187363e-05
M51	M54	558	2279	2470	53865	1.4008256878620457e-254	2.2573363431151243e-06	4.514672686230249e-05
E11	I10	564	1322	5124	53865	3.702150117433564e-229	2.2573363431151243e-06	4.740406320541761e-05
F17	I21	339	2350	885	53865	2.221178516435042e-227	2.2573363431151243e-06	4.966139954853273e-05
M17	M23	343	647	3667	53865	2.0417002020338742e-223	2.2573363431151243e-06	5.191873589164786e-05
F17	I25	444	2350	1681	53865	3.3849780992780246e-223	2.2573363431151243e-06	5.417607223476298e-05
M22	M23	268	384	3667	53865	5.137331406926501e-220	2.2573363431151243e-06	5.643340857787811e-05
E78	I20	397	5019	749	53865	9.59239364679529e-207	2.2573363431151243e-06	5.869074492099323e-05
N13	N23	175	583	605	53865	4.2245243523227875e-202	2.2573363431151243e-06	6.094808126410836e-05
F10	F32	362	2583	1187	53865	4.233683567785337e-189	2.2573363431151243e-06	6.320541760722348e-05
E78	K76	595	5019	1839	53865	9.518376226209397e-175	2.2573363431151243e-06	6.546275395033861e-05
I42	I50	103	324	250	53865	2.455061490733734e-165	2.2573363431151243e-06	6.772009029345373e-05
M23	M24	239	3667	440	53865	2.7739949609336662e-158	2.2573363431151243e-06	6.997742663656886e-05
I10	I20	352	5124	749	53865	5.433493773877951e-158	2.2573363431151243e-06	7.223476297968398e-05
E11	E78	465	1322	5019	53865	1.946771792658888e-151	2.2573363431151243e-06	7.44920993227991e-05
E11	E66	297	1322	1965	53865	1.44671693928319e-147	2.2573363431151243e-06	7.674943566591423e-05
F10	F17	445	2583	2350	53865	2.430823502527838e-145	2.2573363431151243e-06	7.900677200902934e-05
E66	G47	284	1965	1275	53865	8.173387624564623e-140	2.2573363431151243e-06	8.126410835214448e-05
F10	G40	255	2583	809	53865	9.588129275405149e-136	2.2573363431151243e-06	8.35214446952596e-05
I10	I21	354	5124	885	53865	8.656664222524382e-132	2.2573363431151243e-06	8.577878103837473e-05
J32	J33	114	856	281	53865	4.489880493234799e-129	2.2573363431151243e-06	8.803611738148985e-05
E79	I10	392	1116	5124	53865	5.803657756553476e-124	2.2573363431151243e-06	9.029345372460498e-05
F17	I10	600	2350	5124	53865	1.4146073366404228e-118	2.2573363431151243e-06	9.25507900677201e-05
J33	J34	128	281	1608	53865	3.535754644103885e-117	2.2573363431151243e-06	9.480812641083521e-05
M23	M65	230	3667	570	53865	2.154075435497201e-116	2.2573363431151243e-06	9.706546275395035e-05
I10	I11	197	5124	325	53865	1.508243665271117e-115	2.2573363431151243e-06	9.932279909706546e-05
F10	F43	210	2583	641	53865	3.1091881639679243e-115	2.2573363431151243e-06	0.0001015801354401806
F10	F60	135	2583	243	53865	2.963065839672081e-111	2.2573363431151243e-06	0.00010383747178329571
I26	I80	79	239	416	53865	7.795027939195095e-107	2.2573363431151243e-06	0.00010609480812641085
K80	K81	101	1429	191	53865	2.6124020302135763e-106	2.2573363431151243e-06	0.00010835214446952596
I20	I21	138	749	885	53865	1.6336798000339673e-101	2.2573363431151243e-06	0.00011060948081264108
F17	J44	185	2350	645	53865	2.8904044262680513e-97	2.2573363431151243e-06	0.00011286681715575621
E66	F17	321	1965	2350	53865	1.639837768969234e-96	2.2573363431151243e-06	0.00011512415349887133
E11	E14	138	1322	573	53865	2.7460959348361827e-94	2.2573363431151243e-06	0.00011738148984198646
I84	K62	133	1582	460	53865	5.126208223402562e-92	2.2573363431151243e-06	0.00011963882618510158
E66	E79	215	1965	1116	53865	5.2351494196461476e-92	2.2573363431151243e-06	0.00012189616252821671
E66	K76	275	1965	1839	53865	3.177787903610197e-91	2.2573363431151243e-06	0.00012415349887133183
I25	I50	105	1681	250	53865	1.6320027726371927e-89	2.2573363431151243e-06	0.00012641083521444695
F17	I20	184	2350	749	53865	2.7443041937881906e-84	2.2573363431151243e-06	0.00012866817155756207
D53	F10	72	82	2583	53865	5.386189153536366e-84	2.2573363431151243e-06	0.00013092550790067722
B35	A46	61	178	433	53865	2.7972270386169153e-82	2.2573363431151243e-06	0.00013318284424379233
I42	I48	75	324	503	53865	1.8501814591501644e-81	2.2573363431151243e-06	0.00013544018058690745
M22	M94	78	384	492	53865	1.0227378549779428e-80	2.2573363431151243e-06	0.00013769751693002257
J34	M95	68	1608	101	53865	8.392654938271294e-79	2.2573363431151243e-06	0.00013995485327313772
H90	H93	61	161	568	53865	5.8682695132583685e-78	2.2573363431151243e-06	0.00014221218961625283
F32	F33	100	1187	372	53865	6.370648608567095e-78	2.2573363431151243e-06	0.00014446952595936795
K85	K86	57	410	170	53865	1.174336497734716e-77	2.2573363431151243e-06	0.00014672686230248307
K60	K61	85	519	525	53865	3.932784266843134e-77	2.2573363431151243e-06	0.0001489841986455982
F32	F43	121	1187	641	53865	6.064943313917689e-75	2.2573363431151243e-06	0.00015124153498871333
N18	I10	128	213	5124	53865	9.692407462173468e-75	2.2573363431151243e-06	0.00015349887133182845
K29	K76	280	2443	1839	53865	7.424483427083777e-73	2.2573363431151243e-06	0.00015575620767494357
E79	K76	185	1116	1839	53865	1.3268689969291754e-72	2.2573363431151243e-06	0.0001580135440180587
E14	I10	211	573	5124	53865	8.170239427006964e-71	2.2573363431151243e-06	0.00016027088036117383
E66	I25	233	1965	1681	53865	2.325818786479912e-70	2.2573363431151243e-06	0.00016252821670428895
F10	G62	92	2583	186	53865	6.224236088281282e-70	2.2573363431151243e-06	0.00016478555304740407
